//qr_code,serial_number,page_number,software_version,generation_timestamp
1783866398,v1-5K9LRLT1,559,1.0.0.0,07-Feb-14 3:48:45 PM
1216692435,v1-44RCB7R2,559,1.0.0.0,07-Feb-14 3:48:45 PM
3651856752,v1-ACEKFMR8,559,1.0.0.0,07-Feb-14 3:48:45 PM
3158648717,v1-954FYDF0,559,1.0.0.0,07-Feb-14 3:48:45 PM
2166100762,v1-6HXW9L51,559,1.0.0.0,07-Feb-14 3:48:45 PM
3411678479,v1-9RPM7263,559,1.0.0.0,07-Feb-14 3:48:45 PM
215556804,v1-H1KCAA7,559,1.0.0.0,07-Feb-14 3:48:45 PM
1407028857,v1-4L2HDNW7,559,1.0.0.0,07-Feb-14 3:48:45 PM
2363436678,v1-73N71KR7,559,1.0.0.0,07-Feb-14 3:48:45 PM
3054554795,v1-8TTMDD39,559,1.0.0.0,07-Feb-14 3:48:45 PM
941516520,v1-3CKKYT79,559,1.0.0.0,07-Feb-14 3:48:45 PM
500608549,v1-28TYFSB1,560,1.0.0.0,07-Feb-14 3:48:45 PM
593533362,v1-2FASKN44,560,1.0.0.0,07-Feb-14 3:48:45 PM
2848432023,v1-8AESA5A0,560,1.0.0.0,07-Feb-14 3:48:45 PM
1852679356,v1-5R44T8X9,560,1.0.0.0,07-Feb-14 3:48:45 PM
810093025,v1-33D9YNB7,560,1.0.0.0,07-Feb-14 3:48:45 PM
791459630,v1-32589EL4,560,1.0.0.0,07-Feb-14 3:48:45 PM
362574851,v1-X87N666,560,1.0.0.0,07-Feb-14 3:48:45 PM
2593389568,v1-7MNWSME9,560,1.0.0.0,07-Feb-14 3:48:45 PM
4284633181,v1-C2K8WPS9,560,1.0.0.0,07-Feb-14 3:48:45 PM
3270968874,v1-9CXWCPA4,560,1.0.0.0,07-Feb-14 3:48:45 PM
137569855,v1-AHT8AS0,560,1.0.0.0,07-Feb-14 3:48:45 PM
3488628244,v1-A14DM8E0,560,1.0.0.0,07-Feb-14 3:48:45 PM
2532668169,v1-7FELTHR6,560,1.0.0.0,07-Feb-14 3:48:45 PM
1102590294,v1-3SSNBFH8,560,1.0.0.0,07-Feb-14 3:48:45 PM
1944843163,v1-61FH8885,560,1.0.0.0,07-Feb-14 3:48:45 PM
84374968,v1-6TPMMS0,561,1.0.0.0,07-Feb-14 3:48:45 PM
1492114165,v1-4SYM7SK2,561,1.0.0.0,07-Feb-14 3:48:45 PM
1820036290,v1-5MSNCCE5,561,1.0.0.0,07-Feb-14 3:48:45 PM
4003506247,v1-BA196456,561,1.0.0.0,07-Feb-14 3:48:45 PM
830779788,v1-34W7YKR9,561,1.0.0.0,07-Feb-14 3:48:45 PM
2002844337,v1-65HN1WW0,561,1.0.0.0,07-Feb-14 3:48:45 PM
3758472190,v1-AMX75HN8,561,1.0.0.0,07-Feb-14 3:48:45 PM
3514268019,v1-A2WN9CR4,561,1.0.0.0,07-Feb-14 3:48:45 PM
1744106448,v1-5EFSR846,561,1.0.0.0,07-Feb-14 3:48:45 PM
981163373,v1-3FB78465,561,1.0.0.0,07-Feb-14 3:48:45 PM
265188730,v1-MDYYFS5,561,1.0.0.0,07-Feb-14 3:48:45 PM
1294742255,v1-4A78NDT1,561,1.0.0.0,07-Feb-14 3:48:45 PM
2466974564,v1-7AX28W98,561,1.0.0.0,07-Feb-14 3:48:45 PM
3589039321,v1-A84C3B84,561,1.0.0.0,07-Feb-14 3:48:45 PM
43107430,v1-41438E1,561,1.0.0.0,07-Feb-14 3:48:45 PM
818077899,v1-341ALWD8,562,1.0.0.0,07-Feb-14 3:48:45 PM
3328723272,v1-9HYHLW43,562,1.0.0.0,07-Feb-14 3:48:45 PM
2214905733,v1-6NANTDM7,562,1.0.0.0,07-Feb-14 3:48:45 PM
2840785682,v1-89YCTAF3,562,1.0.0.0,07-Feb-14 3:48:45 PM
597276023,v1-2FKTPM64,562,1.0.0.0,07-Feb-14 3:48:45 PM
4104094428,v1-BK1HK5A6,562,1.0.0.0,07-Feb-14 3:48:45 PM
1243606593,v1-46M2PFD7,562,1.0.0.0,07-Feb-14 3:48:45 PM
2770161294,v1-852FPWD0,562,1.0.0.0,07-Feb-14 3:48:45 PM
2655940259,v1-7T3KP3P4,562,1.0.0.0,07-Feb-14 3:48:45 PM
551405280,v1-2CCH8SR1,562,1.0.0.0,07-Feb-14 3:48:45 PM
1703956029,v1-5BP8X7H1,562,1.0.0.0,07-Feb-14 3:48:45 PM
1218541962,v1-44WWA9R4,562,1.0.0.0,07-Feb-14 3:48:45 PM
2181382047,v1-6L1LMKM5,562,1.0.0.0,07-Feb-14 3:48:45 PM
1445070004,v1-4NN55B83,562,1.0.0.0,07-Feb-14 3:48:45 PM
680225257,v1-2PBY1L24,562,1.0.0.0,07-Feb-14 3:48:45 PM
3345667894,v1-9L5DFFN6,563,1.0.0.0,07-Feb-14 3:48:45 PM
4258927675,v1-BYRWXD29,563,1.0.0.0,07-Feb-14 3:48:45 PM
2203147288,v1-6MFKDWN3,563,1.0.0.0,07-Feb-14 3:48:45 PM
3340628053,v1-9KRYE5X8,563,1.0.0.0,07-Feb-14 3:48:45 PM
3929400866,v1-B4ST7LC7,563,1.0.0.0,07-Feb-14 3:48:45 PM
1618134567,v1-55PRP9W5,563,1.0.0.0,07-Feb-14 3:48:45 PM
3082198572,v1-8XRMWHM5,563,1.0.0.0,07-Feb-14 3:48:45 PM
2302071569,v1-6XCPAEY6,563,1.0.0.0,07-Feb-14 3:48:45 PM
2046185822,v1-68K81835,563,1.0.0.0,07-Feb-14 3:48:45 PM
1529451411,v1-4XHX5WH0,563,1.0.0.0,07-Feb-14 3:48:45 PM
3989231024,v1-B91CX662,563,1.0.0.0,07-Feb-14 3:48:45 PM
2695461581,v1-7XSYL5C6,563,1.0.0.0,07-Feb-14 3:48:45 PM
1975020762,v1-63LAD543,563,1.0.0.0,07-Feb-14 3:48:45 PM
3338553423,v1-9KM339R6,563,1.0.0.0,07-Feb-14 3:48:45 PM
423956868,v1-23FP7E78,563,1.0.0.0,07-Feb-14 3:48:45 PM
1872911033,v1-5SF6NX90,564,1.0.0.0,07-Feb-14 3:48:45 PM
2554584006,v1-7K1W9DD5,564,1.0.0.0,07-Feb-14 3:48:45 PM
3132430699,v1-9396Y3S7,564,1.0.0.0,07-Feb-14 3:48:45 PM
1337611048,v1-4D6XMBX5,564,1.0.0.0,07-Feb-14 3:48:45 PM
37420389,v1-3KC54A1,564,1.0.0.0,07-Feb-14 3:48:45 PM
386717042,v1-YXM82C9,564,1.0.0.0,07-Feb-14 3:48:45 PM
2775306967,v1-85C76CX6,564,1.0.0.0,07-Feb-14 3:48:45 PM
2060053372,v1-69HAFY21,564,1.0.0.0,07-Feb-14 3:48:45 PM
3425551393,v1-9SNR23S8,564,1.0.0.0,07-Feb-14 3:48:45 PM
986670190,v1-3FPK22B8,564,1.0.0.0,07-Feb-14 3:48:45 PM
402686147,v1-222NHFP8,564,1.0.0.0,07-Feb-14 3:48:45 PM
2922260800,v1-8FLP76E1,564,1.0.0.0,07-Feb-14 3:48:45 PM
3821430685,v1-AT9MRBS4,564,1.0.0.0,07-Feb-14 3:48:45 PM
3063108586,v1-8WDR2254,564,1.0.0.0,07-Feb-14 3:48:45 PM
467096959,v1-26FWYHB3,564,1.0.0.0,07-Feb-14 3:48:45 PM
3697042132,v1-AFLL6BB1,565,1.0.0.0,07-Feb-14 3:48:45 PM
2723761737,v1-81S7CMA1,565,1.0.0.0,07-Feb-14 3:48:45 PM
1566371478,v1-525BWND8,565,1.0.0.0,07-Feb-14 3:48:45 PM
2274102875,v1-6TE4BMC1,565,1.0.0.0,07-Feb-14 3:48:45 PM
144942840,v1-B3NT6A6,565,1.0.0.0,07-Feb-14 3:48:45 PM
1297346101,v1-4AC618K0,565,1.0.0.0,07-Feb-14 3:48:45 PM
1357371778,v1-4EK4L1S5,565,1.0.0.0,07-Feb-14 3:48:45 PM
4198817671,v1-BSKS21K9,565,1.0.0.0,07-Feb-14 3:48:45 PM
1038148684,v1-3MADC883,565,1.0.0.0,07-Feb-14 3:48:45 PM
12896753,v1-W871F6,565,1.0.0.0,07-Feb-14 3:48:45 PM
4289230654,v1-C2WXE9K1,565,1.0.0.0,07-Feb-14 3:48:45 PM
3843798067,v1-AWTR5MB5,565,1.0.0.0,07-Feb-14 3:48:45 PM
1796684816,v1-5L6R2734,565,1.0.0.0,07-Feb-14 3:48:45 PM
786403501,v1-31RPCRK4,565,1.0.0.0,07-Feb-14 3:48:45 PM
4067051066,v1-BECTK6Y4,565,1.0.0.0,07-Feb-14 3:48:45 PM
1487955503,v1-4SMSY736,566,1.0.0.0,07-Feb-14 3:48:45 PM
2675408420,v1-7WD7SBP5,566,1.0.0.0,07-Feb-14 3:48:45 PM
3782226713,v1-APHX1LT6,566,1.0.0.0,07-Feb-14 3:48:45 PM
506851750,v1-299NNW26,566,1.0.0.0,07-Feb-14 3:48:45 PM
1130836875,v1-3WRTDH79,566,1.0.0.0,07-Feb-14 3:48:45 PM
3582244232,v1-A7LKT899,566,1.0.0.0,07-Feb-14 3:48:45 PM
2288720581,v1-6WEL2BX7,566,1.0.0.0,07-Feb-14 3:48:45 PM
2650721490,v1-7SNRK911,566,1.0.0.0,07-Feb-14 3:48:45 PM
1061021879,v1-3NXEEBL3,566,1.0.0.0,07-Feb-14 3:48:45 PM
16511388,v1-252TAW7,566,1.0.0.0,07-Feb-14 3:48:45 PM
1206106753,v1-442EHCE9,566,1.0.0.0,07-Feb-14 3:48:45 PM
2961275854,v1-8LB5BRE9,566,1.0.0.0,07-Feb-14 3:48:45 PM
2733816163,v1-82F57PE4,566,1.0.0.0,07-Feb-14 3:48:45 PM
880292640,v1-38ACEE45,566,1.0.0.0,07-Feb-14 3:48:45 PM
1777638781,v1-5HTXBYB7,566,1.0.0.0,07-Feb-14 3:48:45 PM
1061336394,v1-3NY3DSA3,567,1.0.0.0,07-Feb-14 3:48:45 PM
2645127903,v1-7SA8CA43,567,1.0.0.0,07-Feb-14 3:48:45 PM
1653492596,v1-587A4CF7,567,1.0.0.0,07-Feb-14 3:48:45 PM
611263529,v1-2HK6BWY4,567,1.0.0.0,07-Feb-14 3:48:45 PM
3540943990,v1-A4PWHYN4,567,1.0.0.0,07-Feb-14 3:48:45 PM
8265979,v1-HFXRB8,567,1.0.0.0,07-Feb-14 3:48:45 PM
2532149592,v1-7FDMF778,567,1.0.0.0,07-Feb-14 3:48:45 PM
3414165397,v1-9RXAHD81,567,1.0.0.0,07-Feb-14 3:48:45 PM
3738252258,v1-ALF5W2A1,567,1.0.0.0,07-Feb-14 3:48:45 PM
2081879399,v1-6B3CCLC2,567,1.0.0.0,07-Feb-14 3:48:45 PM
3289563884,v1-9E7W59C2,567,1.0.0.0,07-Feb-14 3:48:45 PM
2593828433,v1-7MPP4MP5,567,1.0.0.0,07-Feb-14 3:48:45 PM
1973030558,v1-63EKA3T8,567,1.0.0.0,07-Feb-14 3:48:45 PM
1875750483,v1-5SNFYX44,567,1.0.0.0,07-Feb-14 3:48:45 PM
4049667824,v1-BD75CW60,567,1.0.0.0,07-Feb-14 3:48:45 PM
1426951693,v1-4MD2LNN7,568,1.0.0.0,07-Feb-14 3:48:45 PM
2015738266,v1-66DY42S2,568,1.0.0.0,07-Feb-14 3:48:45 PM
3531767695,v1-A44LBDX1,568,1.0.0.0,07-Feb-14 3:48:45 PM
631325764,v1-2KYXM4N1,568,1.0.0.0,07-Feb-14 3:48:45 PM
2064001529,v1-69SR4S31,568,1.0.0.0,07-Feb-14 3:48:45 PM
2548537094,v1-7HKF3LP1,568,1.0.0.0,07-Feb-14 3:48:45 PM
3445183531,v1-9W3NDA27,568,1.0.0.0,07-Feb-14 3:48:45 PM
1406573672,v1-4L1NAA61,568,1.0.0.0,07-Feb-14 3:48:45 PM
916009125,v1-3ASL38W3,568,1.0.0.0,07-Feb-14 3:48:45 PM
464004658,v1-26A3TNN9,568,1.0.0.0,07-Feb-14 3:48:45 PM
2970486295,v1-8M1EA4X1,568,1.0.0.0,07-Feb-14 3:48:45 PM
2268454460,v1-6T3ECET8,568,1.0.0.0,07-Feb-14 3:48:45 PM
3652293473,v1-ACFCNPL0,568,1.0.0.0,07-Feb-14 3:48:45 PM
913510830,v1-3ALX58D7,568,1.0.0.0,07-Feb-14 3:48:45 PM
748999555,v1-2X6B4780,568,1.0.0.0,07-Feb-14 3:48:45 PM
2991199616,v1-8NDDMDY2,569,1.0.0.0,07-Feb-14 3:48:45 PM
2418719453,v1-77H7M9Y5,569,1.0.0.0,07-Feb-14 3:48:45 PM
2772217002,v1-856C6RR7,569,1.0.0.0,07-Feb-14 3:48:45 PM
393971903,v1-21D9SSY9,569,1.0.0.0,07-Feb-14 3:48:45 PM
3904393620,v1-B33RP540,569,1.0.0.0,07-Feb-14 3:48:45 PM
3191675529,v1-97CMWNR6,569,1.0.0.0,07-Feb-14 3:48:45 PM
2831195094,v1-899BKFH4,569,1.0.0.0,07-Feb-14 3:48:45 PM
2318424347,v1-6YHF59C7,569,1.0.0.0,07-Feb-14 3:48:45 PM
473928504,v1-271R2MH9,569,1.0.0.0,07-Feb-14 3:48:45 PM
1907768693,v1-5WXRMLP9,569,1.0.0.0,07-Feb-14 3:48:45 PM
1149441346,v1-3Y3TM3N8,569,1.0.0.0,07-Feb-14 3:48:45 PM
4125561543,v1-BLEY7EM1,569,1.0.0.0,07-Feb-14 3:48:45 PM
1246505740,v1-46TF2C89,569,1.0.0.0,07-Feb-14 3:48:45 PM
480805937,v1-27ENDP94,569,1.0.0.0,07-Feb-14 3:48:45 PM
3410764926,v1-9RMXRTW0,569,1.0.0.0,07-Feb-14 3:48:45 PM
3921658099,v1-B498TH81,570,1.0.0.0,07-Feb-14 3:48:45 PM
2125687120,v1-6E4T3FK9,570,1.0.0.0,07-Feb-14 3:48:45 PM
3544426477,v1-A51DF2N0,570,1.0.0.0,07-Feb-14 3:48:45 PM
3860304890,v1-AY1SRR61,570,1.0.0.0,07-Feb-14 3:48:45 PM
1414829423,v1-4LK7R3P5,570,1.0.0.0,07-Feb-14 3:48:45 PM
2882577124,v1-8CW33CN0,570,1.0.0.0,07-Feb-14 3:48:45 PM
4073983577,v1-BEWWRSL1,570,1.0.0.0,07-Feb-14 3:48:45 PM
1842982630,v1-5PCW6TX0,570,1.0.0.0,07-Feb-14 3:48:45 PM
1460358731,v1-4PPWWHC3,570,1.0.0.0,07-Feb-14 3:48:45 PM
3642812104,v1-ABTK1PS4,570,1.0.0.0,07-Feb-14 3:48:45 PM
3167694341,v1-95PHFNL3,570,1.0.0.0,07-Feb-14 3:48:45 PM
2174359954,v1-6KFCX456,570,1.0.0.0,07-Feb-14 3:48:45 PM
3401588727,v1-9R2MKEM5,570,1.0.0.0,07-Feb-14 3:48:45 PM
224863324,v1-HM47E86,570,1.0.0.0,07-Feb-14 3:48:45 PM
1397197249,v1-4KB2Y985,570,1.0.0.0,07-Feb-14 3:48:45 PM
2351249166,v1-72T8SED5,571,1.0.0.0,07-Feb-14 3:48:45 PM
3063346211,v1-8WE74131,571,1.0.0.0,07-Feb-14 3:48:45 PM
999586912,v1-3HLW8DE1,571,1.0.0.0,07-Feb-14 3:48:45 PM
509137085,v1-29E1SR37,571,1.0.0.0,07-Feb-14 3:48:45 PM
602834442,v1-2H1A5BH9,571,1.0.0.0,07-Feb-14 3:48:45 PM
2840438303,v1-89XR6SL7,571,1.0.0.0,07-Feb-14 3:48:45 PM
1860943412,v1-5RMMND33,571,1.0.0.0,07-Feb-14 3:48:45 PM
838071145,v1-35BYCE20,571,1.0.0.0,07-Feb-14 3:48:45 PM
783462838,v1-31K71Y55,571,1.0.0.0,07-Feb-14 3:48:45 PM
350385083,v1-WC9BY90,571,1.0.0.0,07-Feb-14 3:48:45 PM
2584343960,v1-7M3W8CY2,571,1.0.0.0,07-Feb-14 3:48:45 PM
4293155541,v1-C369W7R3,571,1.0.0.0,07-Feb-14 3:48:45 PM
3447524514,v1-9W84BH47,571,1.0.0.0,07-Feb-14 3:48:45 PM
263792807,v1-MBB2MY4,571,1.0.0.0,07-Feb-14 3:48:45 PM
3497931180,v1-A1PY9EM9,571,1.0.0.0,07-Feb-14 3:48:45 PM
2524936849,v1-7EY436K6,572,1.0.0.0,07-Feb-14 3:48:45 PM
1094597598,v1-3S8M9KR4,572,1.0.0.0,07-Feb-14 3:48:45 PM
1920071955,v1-5XRXPH47,572,1.0.0.0,07-Feb-14 3:48:45 PM
83718960,v1-6SFAS74,572,1.0.0.0,07-Feb-14 3:48:45 PM
1500634445,v1-4THN4DF9,572,1.0.0.0,07-Feb-14 3:48:45 PM
1824650586,v1-5N5BT2A3,572,1.0.0.0,07-Feb-14 3:48:45 PM
3995513551,v1-B9D846B0,572,1.0.0.0,07-Feb-14 3:48:45 PM
839027460,v1-35DR1946,572,1.0.0.0,07-Feb-14 3:48:45 PM
1961550905,v1-62N13YF6,572,1.0.0.0,07-Feb-14 3:48:45 PM
3817489478,v1-AT28H362,572,1.0.0.0,07-Feb-14 3:48:45 PM
3523043563,v1-A3F756X4,572,1.0.0.0,07-Feb-14 3:48:45 PM
1735575720,v1-5DXRB978,572,1.0.0.0,07-Feb-14 3:48:45 PM
989677541,v1-3FY7SAP9,572,1.0.0.0,07-Feb-14 3:48:45 PM
240415730,v1-KPBBB93,572,1.0.0.0,07-Feb-14 3:48:45 PM
1284650327,v1-49F8YXP9,572,1.0.0.0,07-Feb-14 3:48:45 PM
2475754236,v1-7BFHAAA0,573,1.0.0.0,07-Feb-14 3:48:45 PM
3575017377,v1-A751MW11,573,1.0.0.0,07-Feb-14 3:48:45 PM
35114734,v1-3D31AN3,573,1.0.0.0,07-Feb-14 3:48:45 PM
1061744195,v1-3NYT6730,573,1.0.0.0,07-Feb-14 3:48:45 PM
3253094080,v1-9BN894X1,573,1.0.0.0,07-Feb-14 3:48:45 PM
2223951389,v1-6NYPCPY2,573,1.0.0.0,07-Feb-14 3:48:45 PM
2849568874,v1-8AHY3KX0,573,1.0.0.0,07-Feb-14 3:48:45 PM
589283327,v1-2F2SMPC7,573,1.0.0.0,07-Feb-14 3:48:45 PM
4112876628,v1-BKL3R318,573,1.0.0.0,07-Feb-14 3:48:45 PM
1266805193,v1-488NB1T6,573,1.0.0.0,07-Feb-14 3:48:45 PM
2757973782,v1-846KHR49,573,1.0.0.0,07-Feb-14 3:48:45 PM
2664732123,v1-7TN5C8A6,573,1.0.0.0,07-Feb-14 3:48:45 PM
542891128,v1-2BSFNKS2,573,1.0.0.0,07-Feb-14 3:48:45 PM
1713008821,v1-5CB9TA58,573,1.0.0.0,07-Feb-14 3:48:45 PM
1261397506,v1-47WFL354,573,1.0.0.0,07-Feb-14 3:48:45 PM
2173388295,v1-6KDKH7R1,574,1.0.0.0,07-Feb-14 3:48:45 PM
1453858764,v1-4P9MM8W4,574,1.0.0.0,07-Feb-14 3:48:45 PM
671961969,v1-2NSC6FA1,574,1.0.0.0,07-Feb-14 3:48:45 PM
3337671102,v1-9KKC8175,574,1.0.0.0,07-Feb-14 3:48:45 PM
4229960627,v1-BWRC84C9,574,1.0.0.0,07-Feb-14 3:48:45 PM
2194625936,v1-6LXHFS39,574,1.0.0.0,07-Feb-14 3:48:45 PM
3349674797,v1-9LD13YF4,574,1.0.0.0,07-Feb-14 3:48:45 PM
3937660090,v1-B5CBT5K2,574,1.0.0.0,07-Feb-14 3:48:45 PM
1744357551,v1-5EH9FN73,574,1.0.0.0,07-Feb-14 3:48:45 PM
3090977188,v1-8YC6WHK0,574,1.0.0.0,07-Feb-14 3:48:45 PM
2394479257,v1-75TL51X3,574,1.0.0.0,07-Feb-14 3:48:45 PM
2038192678,v1-6826WNN9,574,1.0.0.0,07-Feb-14 3:48:45 PM
1538234635,v1-4Y6DC759,574,1.0.0.0,07-Feb-14 3:48:45 PM
3971797768,v1-B7RL7828,574,1.0.0.0,07-Feb-14 3:48:45 PM
2704506181,v1-7YE151K2,574,1.0.0.0,07-Feb-14 3:48:45 PM
1946572114,v1-61LS3XE0,575,1.0.0.0,07-Feb-14 3:48:45 PM
3328463671,v1-9HY3DR80,575,1.0.0.0,07-Feb-14 3:48:45 PM
432237340,v1-2449X5B0,575,1.0.0.0,07-Feb-14 3:48:45 PM
1864647681,v1-5RXLWP74,575,1.0.0.0,07-Feb-14 3:48:45 PM
2613699662,v1-7P54MW61,575,1.0.0.0,07-Feb-14 3:48:45 PM
3107651811,v1-91HK2T72,575,1.0.0.0,07-Feb-14 3:48:45 PM
1328588960,v1-4CHY9CF9,575,1.0.0.0,07-Feb-14 3:48:45 PM
45934589,v1-46CNC38,575,1.0.0.0,07-Feb-14 3:48:45 PM
394974154,v1-21F6PMB4,575,1.0.0.0,07-Feb-14 3:48:45 PM
2765215071,v1-84N7DY18,575,1.0.0.0,07-Feb-14 3:48:45 PM
2069357300,v1-6A6T7FY6,575,1.0.0.0,07-Feb-14 3:48:45 PM
3445084073,v1-9W3FBWC0,575,1.0.0.0,07-Feb-14 3:48:45 PM
978677494,v1-3F6FY4K4,575,1.0.0.0,07-Feb-14 3:48:45 PM
411471483,v1-22M7WPH7,575,1.0.0.0,07-Feb-14 3:48:45 PM
2846107352,v1-8AAD79C1,575,1.0.0.0,07-Feb-14 3:48:45 PM
3964169749,v1-B788MHS3,576,1.0.0.0,07-Feb-14 3:48:45 PM
2971228258,v1-8M2W1X20,576,1.0.0.0,07-Feb-14 3:48:45 PM
459104231,v1-25YTWKC4,576,1.0.0.0,07-Feb-14 3:48:45 PM
3705300076,v1-AH75P558,576,1.0.0.0,07-Feb-14 3:48:45 PM
2747484625,v1-83DTMAS3,576,1.0.0.0,07-Feb-14 3:48:45 PM
1554183966,v1-519DNK46,576,1.0.0.0,07-Feb-14 3:48:45 PM
2249340371,v1-6RPF9WL5,576,1.0.0.0,07-Feb-14 3:48:45 PM
135904368,v1-ADNLP42,576,1.0.0.0,07-Feb-14 3:48:45 PM
1305743501,v1-4AYYLAC1,576,1.0.0.0,07-Feb-14 3:48:45 PM
1399703066,v1-4KFR8L96,576,1.0.0.0,07-Feb-14 3:48:45 PM
4190823951,v1-BS2PWMW4,576,1.0.0.0,07-Feb-14 3:48:45 PM
1047461828,v1-3MYYHEF6,576,1.0.0.0,07-Feb-14 3:48:45 PM
5157753,v1-AN23W4,576,1.0.0.0,07-Feb-14 3:48:45 PM
4281233798,v1-C2AW6MP0,576,1.0.0.0,07-Feb-14 3:48:45 PM
3831608235,v1-AW1STB43,576,1.0.0.0,07-Feb-14 3:48:45 PM
1787639272,v1-5KHPE2X5,577,1.0.0.0,07-Feb-14 3:48:45 PM
794925861,v1-32BRC8H5,577,1.0.0.0,07-Feb-14 3:48:45 PM
4075834546,v1-BF2BSW22,577,1.0.0.0,07-Feb-14 3:48:45 PM
1479960727,v1-4S4RRD81,577,1.0.0.0,07-Feb-14 3:48:45 PM
2684187068,v1-7X2PSCT1,577,1.0.0.0,07-Feb-14 3:48:45 PM
3875158753,v1-B12RDD86,577,1.0.0.0,07-Feb-14 3:48:45 PM
297531950,v1-PNT63T6,577,1.0.0.0,07-Feb-14 3:48:45 PM
1139620099,v1-3XCBMTS7,577,1.0.0.0,07-Feb-14 3:48:45 PM
3573723904,v1-A72HYHK2,577,1.0.0.0,07-Feb-14 3:48:45 PM
2297240925,v1-6X3LX478,577,1.0.0.0,07-Feb-14 3:48:45 PM
2621715754,v1-7PN6XWE9,577,1.0.0.0,07-Feb-14 3:48:45 PM
1050932031,v1-3N7ETNH2,577,1.0.0.0,07-Feb-14 3:48:45 PM
25283348,v1-2PHF798,577,1.0.0.0,07-Feb-14 3:48:45 PM
1197843465,v1-43DXP9R9,577,1.0.0.0,07-Feb-14 3:48:45 PM
2953249878,v1-8KS2L748,577,1.0.0.0,07-Feb-14 3:48:45 PM
2709037211,v1-7YRFACF4,578,1.0.0.0,07-Feb-14 3:48:45 PM
938870968,v1-3CCLHSS6,578,1.0.0.0,07-Feb-14 3:48:45 PM
1786677237,v1-5KEXKC13,578,1.0.0.0,07-Feb-14 3:48:45 PM
1070117826,v1-3PHKKMH0,578,1.0.0.0,07-Feb-14 3:48:45 PM
2637133127,v1-7RR77H98,578,1.0.0.0,07-Feb-14 3:48:45 PM
1662272140,v1-58ST5MS1,578,1.0.0.0,07-Feb-14 3:48:45 PM
630271921,v1-2KWY4FE3,578,1.0.0.0,07-Feb-14 3:48:45 PM
3532951294,v1-A46TF2X7,578,1.0.0.0,07-Feb-14 3:48:45 PM
12856947,v1-W66C72,578,1.0.0.0,07-Feb-14 3:48:45 PM
2523629264,v1-7ETLLFF2,578,1.0.0.0,07-Feb-14 3:48:45 PM
4094299757,v1-BHA4YBP4,578,1.0.0.0,07-Feb-14 3:48:45 PM
3646896250,v1-AC58F5E5,578,1.0.0.0,07-Feb-14 3:48:45 PM
1939668975,v1-615SBKM4,578,1.0.0.0,07-Feb-14 3:48:45 PM
3298346084,v1-9ETCA734,578,1.0.0.0,07-Feb-14 3:48:45 PM
2585569753,v1-7M66FWN5,578,1.0.0.0,07-Feb-14 3:48:45 PM
1960843110,v1-62LM52W2,579,1.0.0.0,07-Feb-14 3:48:45 PM
1850987979,v1-5PYXX5A9,579,1.0.0.0,07-Feb-14 3:48:45 PM
4041153608,v1-BCL4THT5,579,1.0.0.0,07-Feb-14 3:48:45 PM
1436004485,v1-4N33HS94,579,1.0.0.0,07-Feb-14 3:48:45 PM
2023990802,v1-672EBC91,579,1.0.0.0,07-Feb-14 3:48:45 PM
3523774071,v1-A3HK88R3,579,1.0.0.0,07-Feb-14 3:48:45 PM
640638940,v1-2LLDSC50,579,1.0.0.0,07-Feb-14 3:48:45 PM
2022183745,v1-66X3HK81,579,1.0.0.0,07-Feb-14 3:48:45 PM
2540540302,v1-7H2DS480,579,1.0.0.0,07-Feb-14 3:48:45 PM
3453965219,v1-9WN7KFP7,579,1.0.0.0,07-Feb-14 3:48:45 PM
1397528032,v1-4KBMR2E5,579,1.0.0.0,07-Feb-14 3:48:45 PM
925055805,v1-3BDLN144,579,1.0.0.0,07-Feb-14 3:48:45 PM
439757962,v1-24LE1EX6,579,1.0.0.0,07-Feb-14 3:48:45 PM
2960394399,v1-8L9EKM13,579,1.0.0.0,07-Feb-14 3:48:45 PM
2276708788,v1-6TM1R9N9,579,1.0.0.0,07-Feb-14 3:48:45 PM
3644562153,v1-ABYTXBD9,580,1.0.0.0,07-Feb-14 3:48:45 PM
167320118,v1-CLSP2C0,580,1.0.0.0,07-Feb-14 3:48:45 PM
724228411,v1-2TDPKKE0,580,1.0.0.0,07-Feb-14 3:48:45 PM
3183481624,v1-96T8KRS6,580,1.0.0.0,07-Feb-14 3:48:45 PM
2427239765,v1-7858H134,580,1.0.0.0,07-Feb-14 3:48:45 PM
2780468514,v1-85PXCPA0,580,1.0.0.0,07-Feb-14 3:48:45 PM
383882023,v1-YPA74N5,580,1.0.0.0,07-Feb-14 3:48:45 PM
3913788204,v1-B3PE23M7,580,1.0.0.0,07-Feb-14 3:48:45 PM
3215393809,v1-9939X3K0,580,1.0.0.0,07-Feb-14 3:48:45 PM
2823201886,v1-88PAEWS2,580,1.0.0.0,07-Feb-14 3:48:45 PM
2327199891,v1-716213H8,580,1.0.0.0,07-Feb-14 3:48:45 PM
532015280,v1-2B335PL3,580,1.0.0.0,07-Feb-14 3:48:45 PM
1916282829,v1-5XFS7T47,580,1.0.0.0,07-Feb-14 3:48:45 PM
1191777242,v1-432FH1T5,580,1.0.0.0,07-Feb-14 3:48:45 PM
4117566799,v1-BKXX2R21,580,1.0.0.0,07-Feb-14 3:48:45 PM
1254761092,v1-47D2DL28,581,1.0.0.0,07-Feb-14 3:48:45 PM
500338617,v1-28TDSFW3,581,1.0.0.0,07-Feb-14 3:48:45 PM
